Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
CIS,CIS,Russian Federation (the),RUS,Trade value,2024,0.2 Mt,"26. Potential volumes of hydrogen export from the Russian Federation to the world market can be up to 0.2 million tons in 2024, 2 - 12 million tons in 2035 and 15 - 50 million tons in 2050, depending on the pace of development",RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Trade value,2035,2 - 12 Mt,"26. Potential volumes of hydrogen export from the Russian Federation to the world market can be up to 0.2 million tons in 2024, 2 - 12 million tons in 2035 and 15 - 50 million tons in 2050, depending on the pace of development",RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Trade value,2050,15 - 50 Mt,"26. Potential volumes of hydrogen export from the Russian Federation to the world market can be up to 0.2 million tons in 2024, 2 - 12 million tons in 2035 and 15 - 50 million tons in 2050, depending on the pace of development",RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Type of hydrogen,,N/A,,,,,
CIS,CIS,Uzbekistan,UZB,By-product,,,,,,,
CIS,CIS,Uzbekistan,UZB,Domestic demand,,,,,,,
CIS,CIS,Uzbekistan,UZB,Energy source,,,,,,,
CIS,CIS,Uzbekistan,UZB,Export to China,,,,,,,
CIS,CIS,Uzbekistan,UZB,Investment value,,,,,,,
CIS,CIS,Uzbekistan,UZB,Production capacity,,,,,,,
CIS,CIS,Uzbekistan,UZB,Public financing,,,,,,,
CIS,CIS,Uzbekistan,UZB,Trade medium,,,,,,,
CIS,CIS,Uzbekistan,UZB,Trade partner,,,,,,,
CIS,CIS,Uzbekistan,UZB,Trade reason,,N/A,,,,,
CIS,CIS,Uzbekistan,UZB,Trade strategy,,N/A,,UZB_National Hydrogen Development Measures No PQ-5063 (eng),,,
CIS,CIS,Uzbekistan,UZB,Trade time,,,,,,,
CIS,CIS,Uzbekistan,UZB,Trade value,,,,,,,
CIS,CIS,Uzbekistan,UZB,Type of hydrogen,,,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Additional note,,N/A,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Domestic demand,,"Glass industry, refinery, ammonia",(summary of the chapter covering production),,,,
Europe,Eastern Europe,Bulgaria,BGR,Energy source,,Natural gas,"Hydrogen  is  mainly  obtained  by  steam  reforming  of  natural  gas,  which  gives  a  carbon  footprint  of  about  1400  Kt/g  of  CO2",,,,
Europe,Eastern Europe,Bulgaria,BGR,Export to China,,N/A,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Infrastructure strategy,,Building hydrogen valleys (hub),The construction of the first hydrogen valley also began with the installation of the first 5 MW of electrolysis with several end users of the produced green hydrogen in the region of Stara Zagora,BGR_hydrogen future for Bulgaria (eng),,,
Europe,Eastern Europe,Bulgaria,BGR,Production capacity,2020,0.2 Mt,"According to data from Hydrogen Europe, Bulgaria ranks 12th in terms of hydrogen production out of the 3 EEA countries (Fig. 1) with about 200,000 tons per year or about 5% of the hydrogen in Europe",BGR_hydrogen future for Bulgaria (eng),"2,880 MW",0.20 Mt,
Europe,Eastern Europe,Bulgaria,BGR,Production capacity,2050,10 Mt,"A new ambitious target of 10 million tons of domestic hydrogen production, from renewable sources, has been set, almost double the target set in ""Prepared for Target 55"" (5.6 million tons), which requires the production and operation of electrolyzers with a total capacity of about 130 GW on EU territory",BGR_hydrogen future for Bulgaria (eng),"143,992 MW",10.00 Mt,
Europe,Eastern Europe,Bulgaria,BGR,Public financing,,N/A,,,,,
Europe,Eastern Europe,Bulgaria,BGR,RnD fund,,N/A,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Trade medium,,,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Trade partner,,EU,Bulgaria has the capacity and ambition to export green hydrogen to other EU member states,BGR_hydrogen future for Bulgaria (eng),,,
Europe,Eastern Europe,Bulgaria,BGR,Trade reason,,To gain economic benefit from the EU's demand of 10 Mt per year,"A new ambitious target of 10 million tons of domestic hydrogen production, from renewable sources, has been set, almost double the target set in ""Prepared for Target 55"" (5.6 million tons), which requires the production and operation of electrolyzers with a total capacity of about 130 GW on EU territory",BGR_hydrogen future for Bulgaria (eng),,,
Europe,Eastern Europe,Bulgaria,BGR,Trade strategy,,Export,Bulgaria has the capacity and ambition to export green hydrogen to other EU member states,BGR_hydrogen future for Bulgaria (eng),,,
Europe,Eastern Europe,Bulgaria,BGR,Trade time,,N/A,,,,,
Europe,Eastern Europe,Bulgaria,BGR,Trade value,2030,30-40% of total domestic production,"With a stable production of green hydrogen within the next ten years, exports could reach 30-40% of the total production.",BGR_hydrogen future for Bulgaria (eng),,,
Europe,Eastern Europe,Bulgaria,BGR,Type of hydrogen,2020,Grey,"Hydrogen  is  mainly  obtained  by  steam  reforming  of  natural  gas,  which  gives  a  carbon  footprint  of  about  1400  Kt/g  of  CO2",,,,
Europe,Eastern Europe,Czech republic,CZE,Additional note,,N/A,,,,,
Europe,Eastern Europe,Czech republic,CZE,Domestic demand,2050,1728 kt,"Based on projections, we should reach an annual consumption of 1 728 thousand tonnes of lowcarbon hydrogen by 2050. To produce this amount of hydrogen by electrolysis, we would need 95 TWh of electricity.",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Domestic demand,2050,"Transport (845 kt), chemical industry (157), Steel (364), Industry (134.4), Power and heat (134), Households (94)",Shown in table page 29,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Domestic demand,2030,97 kt,,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Domestic demand,2030,"Transport (62 kt), chemical industry (10), Steel (7), Industry (5.4), Power and heat (0), Households (13)",,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Energy source,,"Low carbon, nuclear, natural gas, waste pyrolisis",Shown in page 15-16,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Export to China,,N/A,,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Infrastructure strategy,,"Rail and water transport, Retrofiting gas pipeline to accomodate hydrogen mixture","hydrogen would be imported via pipelines, water or railway transport. Hydrogen in a mixture with natural gas will probably be transported via pipelines from countries that are located on existing natural gas supply corridors for the Czech Republic",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Production capacity,2030,0.101 Mt,Table in page 42,CZE_Hydrogen Strategy (eng),"1,454 MW",0.10 Mt,
Europe,Eastern Europe,Czech republic,CZE,Production capacity,235,0.284 Mt,Table in page 42,CZE_Hydrogen Strategy (eng),"4,089 MW",0.28 Mt,
Europe,Eastern Europe,Czech republic,CZE,Public financing,,N/A,,,,,
Europe,Eastern Europe,Czech republic,CZE,Trade medium,,H2 mix with gas pipe,"Hydrogen in a mixture with natural gas will probably be transported via pipelines from countries that are located on existing natural gas supply corridors for the Czech Republic (e.g. Germany, Slovakia, Poland, Russia).",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Trade medium,,LH2,"In the case of pure hydrogen, these can be assumed to include countries with a high RES potential (within the EU mainly the Mediterranean countries and the North and Baltic Sea countries; outside the EU e.g. Ukraine, North African countries, Russia or the Middle East), from where hydrogen would be imported via pipelines, water or railway transport. ",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Trade partner,,"Mediterranean, North Africa, DE, SK, PL, RU","In the case of pure hydrogen, these can be assumed to include countries with a high RES potential (within the EU mainly the Mediterranean countries and the North and Baltic Sea countries; outside the EU e.g. Ukraine, North African countries, Russia or the Middle East), from where hydrogen would be imported via pipelines, water or railway transport. Hydrogen in a mixture with natural gas will probably be transported via pipelines from countries that are located on existing natural gas supply corridors for the Czech Republic (e.g. Germany, Slovakia, Poland, Russia).",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Trade reason,,Domestic demand exceeds national production potential,"the possibilities for hydrogen production using existing technologies (RES, biomethane, current nuclear power plants, chemical production and decomposition of organic waste) have their limits that cannot be overcome. It will therefore be necessary to start importing low-carbon hydrogen via pipelines from abroad.",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Trade strategy,,Import,"the possibilities for hydrogen production using existing technologies (RES, biomethane, current nuclear power plants, chemical production and decomposition of organic waste) have their limits that cannot be overcome. It will therefore be necessary to start importing low-carbon hydrogen via pipelines from abroad.",CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Trade time,,N/A,,,,,
Europe,Eastern Europe,Czech republic,CZE,Trade value,,N/A,,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Czech republic,CZE,Type of hydrogen,,Blue,The present Hydrogen Strategy focuses primarily on lowcarbon hydrogen because its use contributes to reducing CO2 emissions. ,CZE_Hydrogen Strategy (eng),,,
Europe,Eastern Europe,Hungary,HUN,Additional note,,Quite clear roadmap in terms of quantitative,,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,By-product,,"Mentioned, but without any volume/value",From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,Current,"Ammonia industries, refineries",From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,Future,"Cement, Iron and Steel, Refineries, Ammonia, Chemical",From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,2020,160 kt,From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,2030,162 kt,From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,2040,167kt,From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Domestic demand,2050,249 kt,From graph in page 5,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Energy source,Current,Natural Gas,"The hydrogen produced and utilised in the today’s domestic industry is entirely “grey” (high-carbon footprint) hydrogen, created through steam methane reforming (SMR). ",HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Export to China,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Infrastructure strategy,2030,Two new hydrogen valleys,"Hungary plans to establish two new hydrogen valleys by 2030P: (1) Hydrogen ecosystem of the Transdanubia, (2)North-eastern hydrogen valley:",HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Investment value,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Production capacity,Low carbon,0.02 Mt,"Production of 36,000 t / year “green”, other carbon-free and low-carbon  hydrogen in 2030; 20,000 t / year of low-carbon hydrogen; 16,000 t / year of “green” and other carbon-free hydrogen; 240 MW electrolyser capacity ",HUN_National Hydrogen Strategy 2021 (eng).pdf,288 MW,0.02 Mt,
Europe,Eastern Europe,Hungary,HUN,Production capacity,Green,0.016 Mt,"Production of 36,000 t / year “green”, other carbon-free and low-carbon  hydrogen in 2030; 20,000 t / year of low-carbon hydrogen; 16,000 t / year of “green” and other carbon-free hydrogen; 240 MW electrolyser capacity ",HUN_National Hydrogen Strategy 2021 (eng).pdf,230 MW,0.02 Mt,
Europe,Eastern Europe,Hungary,HUN,Production capacity,Electrolyzer,240 MW,"Production of 36,000 t / year “green”, other carbon-free and low-carbon  hydrogen in 2030; 20,000 t / year of low-carbon hydrogen; 16,000 t / year of “green” and other carbon-free hydrogen; 240 MW electrolyser capacity ",HUN_National Hydrogen Strategy 2021 (eng).pdf,240 MW,0.02 Mt,
Europe,Eastern Europe,Hungary,HUN,RnD fund,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Trade medium,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Trade partner,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Trade reason,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Trade strategy,,Neutral,The decarbonization demand is the same with the production,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Trade time,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Trade value,,N/A,,,,,
Europe,Eastern Europe,Hungary,HUN,Type of hydrogen,Current,Grey,"The hydrogen produced and utilised in the today’s domestic industry is entirely “grey” (high-carbon footprint) hydrogen, created through steam methane reforming (SMR). ",HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Hungary,HUN,Type of hydrogen,2030,Blue,,HUN_National Hydrogen Strategy 2021 (eng).pdf,,,
Europe,Eastern Europe,Poland,POL,Additional note,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,By-product,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Domestic demand,,"Power, Transport and Industry","The objectives of the strategy refer to three priority areas of hydrogen use: energy, transport and industry,",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Poland,POL,Energy source,Existing,Fossil fuels,"In the next 5 years, the government will support research and development of low-emission processes and technologies for obtaining hydrogen, as well as launching such installations with a total power of min. 50 MW. In 2030 the aim is to achieve an installed production capacity of 2 GW from low- and zero-emission sources and processes. ",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Poland,POL,Energy source,2030,Renewable,"In the next 5 years, the government will support research and development of low-emission processes and technologies for obtaining hydrogen, as well as launching such installations with a total power of min. 50 MW. In 2030 the aim is to achieve an installed production capacity of 2 GW from low- and zero-emission sources and processes. ",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Poland,POL,Export to China,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Infrastructure strategy,2030,5 Hydrogen Valleys,"By 2030, at least 5 hydrogen valleys, understood as centers of excellence for the implementation of the hydrogen economy, sector integration, industry climate transformation, and infrastructure construction, are planned. ",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Poland,POL,Infrastructure strategy,Long term,Hydrogen pipe,"Over time, as customer demand for hydrogen increases, existing gas infrastructure or dedicated hydrogen pipelines will be used for transportation. ",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Poland,POL,Investment value,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Production capacity,Current,1.3 Mt,"Poland is currently in 3rd position among European hydrogen producers, just behind Germany and the Netherlands with an annual production of approx. 1.3 million tons, but only a marginal share of hydrogen comes from renewable sources. ",POL_Polish_Hydrogen_Strategy Summary (eng),"18,719 MW",1.30 Mt,
Europe,Eastern Europe,Poland,POL,Production capacity,2025,50 MW,"In the next 5 years, the government will support research and development of low-emission processes and technologies for obtaining hydrogen, as well as launching such installations with a total power of min. 50 MW. In 2030 the aim is to achieve an installed production capacity of 2 GW from low- and zero-emission sources and processes. ",POL_Polish_Hydrogen_Strategy Summary (eng),50 MW,0.00 Mt,
Europe,Eastern Europe,Poland,POL,Production capacity,2030,"2,000 MW","In the next 5 years, the government will support research and development of low-emission processes and technologies for obtaining hydrogen, as well as launching such installations with a total power of min. 50 MW. In 2030 the aim is to achieve an installed production capacity of 2 GW from low- and zero-emission sources and processes. ",POL_Polish_Hydrogen_Strategy Summary (eng),"2,000 MW",0.14 Mt,
Europe,Eastern Europe,Poland,POL,Public financing,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade medium,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade partner,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade reason,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade strategy,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade time,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Trade value,,N/A,,,,,
Europe,Eastern Europe,Poland,POL,Type of hydrogen,,Low carbon and green,"Poland's strategic goal for hydrogen production by 2030 is to provide the conditions for launching hydrogen production facilities from low- and zero-emission sources. The Polish government intends to support only low-carbon hydrogen, i.e. from renewable sources and produced using zero-emission technologies. ",POL_Polish_Hydrogen_Strategy Summary (eng),,,
Europe,Eastern Europe,Romania,ROU,Additional note,,Very detail quantitative amount on hydrogen projection per sector,,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,By-product,,N/A,,,,,
Europe,Eastern Europe,Romania,ROU,Domestic demand,2030,288.8 t,,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Domestic demand,2030,"Chemical industrial, steelmaking, transport, power (CCGT), residential heating","The consumption estimates were made based on European and national targets, technical assumptions, analysis of the current situation, and with the help of the working group set up and coordinated by the Ministry of Energy. They were structured into 5 sectors: ",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Energy source,Clean,"Renewable, nuclear",Figure no. V.5.1,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Energy source,Grey,Fossil fuels,Figure no. V.5.1,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Export to China,,N/A,,,,,
Europe,Eastern Europe,Romania,ROU,Infrastructure strategy,,"National Transmission System ”backbone” for hydrogen transmission, ",Figure no.V.4.1,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Infrastructure strategy,,Hydrogen valley ecosystem,Figure no. V.6.2,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Investment value,,EUR 10.4 billion,"Estimates put the cost of the strategy implementation at EUR 10.4 billion, cost that will be met through a range of sector-specific funding arrangements. ",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Production capacity,2030,"3,985 MW","The best case scenario outcomes reveal that a 3,985 MW electrolysis capacity will be required, for the operation of which installed renewable electricity generation capacities of 7,969 MW will be needed ",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),"3,985 MW",0.28 Mt,
Europe,Eastern Europe,Romania,ROU,Production capacity,2030,0.2888 Mt,"The total amount of hydrogen required by 2030 has been estimated at 288.8 thousand tonnes, a consumption which will be mostly of green hydrogen (apart from the 6.6 thousand tonnes of clean hydrogen in the industry sector) and will come from the following sectors: ",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),"4,159 MW",0.29 Mt,
Europe,Eastern Europe,Romania,ROU,Public financing,,N/A,,,,,
Europe,Eastern Europe,Romania,ROU,Trade medium,,Fertilizer,Large-scale renewable ammonia synthesis and use in the production of fertilizers for the domestic market and for export;,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Trade partner,,EU (European Hydrogen Backbone) ,"Also, through the Danube, Romania could be connected to Austria, Bulgaria, Czech Republic, Germany, Hungary, Slovakia, Montenegro, Serbia, Moldova, Ukraine. From April 2022, Transgaz became a member of the European Hydrogen Backbone.",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Trade reason,,To increase economic benefit from intermittent renewable sources,"Using hydrogen and Power-to-X solutions on a large scale to integrate economic sectors and integrate renewable energy production capacities from intermittent sources (solar and wind, onshore and offshore):",ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Trade strategy,Fertilizer,Export,Large-scale renewable ammonia synthesis and use in the production of fertilizers for the domestic market and for export;,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Romania,ROU,Trade time,,N/A,,,,,
Europe,Eastern Europe,Romania,ROU,Trade value,,N/A,,,,,
Europe,Eastern Europe,Romania,ROU,Type of hydrogen,,"Green, Nuclear, Grey",Figure no. V.5.1,ROU_National Hydrogen Strategy and Action Plan 2023-2030 (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Additional note,,N/A,,,,,
Europe,Eastern Europe,Slovakia,SVK,By-product,,N/A,,,,,
Europe,Eastern Europe,Slovakia,SVK,Domestic demand,,N/A,,,,,
Europe,Eastern Europe,Slovakia,SVK,Energy source,,Natural gas; nuclear; natural gas; renewable energy,graph at page 12,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Export to China,,N/A,,,,,
Europe,Eastern Europe,Slovakia,SVK,Infrastructure strategy,,"Pipelines, geological storage, ship tankers, cisterns, hydrogen filling stations",graph at page 5,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Investment value,2050,EUR 180-470 billion,"Cumulative investments in production of green hydrogen in Europe could be up to EUR 180-470 billion by 2050, and in the range of €3-18 billion for low-carbon fossil-based hydrogen",SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Production capacity,2030,0.2 Mt,"Based on the current hydrogen use, it can be assumed that by 2030, Slovakia will consume 200 kilotons of hydrogen a year. We anticipate that with intense usage of hydrogen, the consumption will reach 400-600 kilotons by 2050 – 90% of which will be covered by low-carbon sources",SVK_National Hydrogen Stretegy - Ready for the Future (eng),"2,880 MW",0.20 Mt,
Europe,Eastern Europe,Slovakia,SVK,Production capacity,2050,0.6 Mt,"Based on the current hydrogen use, it can be assumed that by 2030, Slovakia will consume 200 kilotons of hydrogen a year. We anticipate that with intense usage of hydrogen, the consumption will reach 400-600 kilotons by 2050 – 90% of which will be covered by low-carbon sources",SVK_National Hydrogen Stretegy - Ready for the Future (eng),"8,640 MW",0.60 Mt,
Europe,Eastern Europe,Slovakia,SVK,Public financing,,N/A,,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,RnD fund,,N/A,,,,,
Europe,Eastern Europe,Slovakia,SVK,Trade medium,,N/A,Page 5,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Trade partner,,"EU, third countries","The document also recommends introduction of hydrogen activities in cooperation with other EU member states, as well as third countries.",SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Trade reason,,Higher anticipated consumption than domestic production,"The biggest consumers of hydrogen in Slovakia will be the sectors of industry, transportation, and later, energy. The main goal will be to cover as much of the hydrogen needs as possible from domestic sources only. However, due to the energy demands related to hydrogen production and its anticipated consumption in the SR, in the long-term, it will be necessary to cover some of the consumption by import from abroad.",SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Trade strategy,,Import,"The biggest consumers of hydrogen in Slovakia will be the sectors of industry, transportation, and later, energy. The main goal will be to cover as much of the hydrogen needs as possible from domestic sources only. However, due to the energy demands related to hydrogen production and its anticipated consumption in the SR, in the long-term, it will be necessary to cover some of the consumption by import from abroad.",SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Trade time,,2030,,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Trade value,,N/A,,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Type of hydrogen,Before today,Grey,graph at page 12,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Type of hydrogen,Before 2030,Blue,graph at page 12,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Slovakia,SVK,Type of hydrogen,After 2030,Green,graph at page 12,SVK_National Hydrogen Stretegy - Ready for the Future (eng),,,
Europe,Eastern Europe,Ukraine,UKR,Additional note,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,By-product,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Domestic demand,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Energy source,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Energy source,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Export to China,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Infrastructure strategy,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Infrastructure strategy,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Investment value,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Production capacity,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Production capacity,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Production capacity,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Public financing,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Trade medium,,"Ammonia, urea, hydrocarbons and bio and synthetic fuels","In this Roadmap hydrogen represents a wide range of possibilities and technologies. It can be used to produce ammonia, urea, hydrocarbons and bio and synthetic fuels, in conjunction with other molecules (primarily nitrogen and carbon dioxide).",UKR_Hydrogen Roadmap Draft Report (eng).pdf,,,
Europe,Eastern Europe,Ukraine,UKR,Trade partner,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Trade reason,,Extensive system of mainstream gas pipelines and gas distribution network,The extensive system of mainstream gas pipelines and gas distribution network in Ukraine has a significant potential for using the hydrogen both in the national market and for export supplies. ,UKR_Hydrogen Roadmap Draft Report (eng).pdf,,,
Europe,Eastern Europe,Ukraine,UKR,Trade strategy,,Export,"In particular, the ""green"" energy transition is designed to provide incentives for the development of high-tech production in Ukraine, leading to increased domestic demand for goods and services related to clean technologies and enhancing their export potential. ",UKR_Hydrogen Roadmap Draft Report (eng).pdf,,,
Europe,Eastern Europe,Ukraine,UKR,Trade time,,,,,,,
Europe,Eastern Europe,Ukraine,UKR,Trade value,,N/A,,,,,
Europe,Eastern Europe,Ukraine,UKR,Type of hydrogen,,,,,,,
Europe,Northern Europe,Denmark,DNK,By-product,,N/A,,,,,
Europe,Northern Europe,Denmark,DNK,Domestic demand,,Shipping and aviation (robust potential),"The Danish Energy Agency’s analyses show that in the years between now and 2050, it is likely that PtX will have a significant role in aviation and most of shipping. ",DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Energy source,,Renewable energy,One of the missions is focused on green fuels (including PtX) and contributing to the development of solutions to convert electricity from renewable energy into products that can be used to reduce emissions from parts of the transport and industrial sector where there are no cost-effective alternatives to fossil energy,DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Export to China,,N/A,,,,,
Europe,Northern Europe,Denmark,DNK,Infrastructure strategy,,Pipeline to DE and Northwestern EU,Danish hydrogen pipeline connected to European hydrogen pipelines paves the way for hydrogen exports to Germany and other North European countries.,DNK_The Government's strategy for Power to X (eng),,,
Europe,Northern Europe,Denmark,DNK,Production capacity,2030,"6,000 MW",The Government has proposed that Denmark should aim to build upwards of 4 - 6 GW of electrolysis capacity by 2030. This expansion should occur on market terms to the greatest extent possible while also supporting the realisation of Denmark’s export and commercial potential in the PtX area.,DNK_The Government's strategy for Power to X (eng),"6,000 MW",0.42 Mt,
Europe,Northern Europe,Denmark,DNK,Public financing,,DKK 1.25 billion,The government will invest DKK 1.25 billion towards operating support for the production of hydrogen and other PtX products. ,DNK_The Government's strategy for Power to X (eng),,,
